category,quantity,storage,prep_hour,temp,humidity,safe_hours
Packaged,9,Room,1,35,72,18.34
Bakery,5,Fridge,6,23,88,14.39
Cooked,4,Fridge,14,25,77,8.9
Packaged,8,Room,23,31,53,19.22
Packaged,2,Freezer,11,35,68,39.98
Bakery,10,Room,4,39,45,12.03
Bakery,10,Freezer,21,13,68,27.67
Bakery,6,Fridge,3,10,56,27.26
Cooked,8,Freezer,20,17,87,6.83
Bakery,3,Room,3,31,46,13.45
Packaged,2,Fridge,4,7,83,46.57
Packaged,2,Room,4,37,85,16.74
Bakery,6,Fridge,4,30,74,14.11
Packaged,2,Fridge,10,26,67,45.55
Cooked,1,Freezer,2,27,90,8.16
Bakery,8,Freezer,23,32,48,27.19
Packaged,3,Room,23,37,35,25.9
Cooked,10,Freezer,11,34,54,6.91
Cooked,10,Freezer,8,11,44,11.16
Bakery,10,Room,16,38,67,8.6
Bakery,6,Fridge,12,25,78,16.85
Cooked,4,Room,13,38,47,4.15
Packaged,2,Fridge,11,23,40,46.24
Bakery,8,Fridge,7,15,48,32.66
Bakery,2,Freezer,7,22,39,37.82
Packaged,3,Freezer,0,7,87,70.24
Cooked,8,Room,0,28,43,4.51
Packaged,8,Fridge,16,13,83,36.32
Cooked,2,Freezer,14,32,61,6.04
Cooked,2,Fridge,11,10,77,9.6
Packaged,6,Room,5,37,51,21.75
Packaged,9,Freezer,21,9,75,82.87
Cooked,2,Fridge,22,38,50,4.85
Packaged,1,Freezer,20,5,45,93.77
Bakery,4,Room,8,35,39,14.11
Cooked,8,Freezer,9,13,42,14.56
Cooked,4,Freezer,0,32,34,10.36
Packaged,3,Room,1,31,74,18.15
Bakery,10,Freezer,7,27,60,27.29
Cooked,4,Fridge,9,36,61,5.67
Bakery,6,Freezer,17,35,48,20.7
Cooked,7,Fridge,14,25,45,8.93
Cooked,8,Room,10,12,52,6.87
Packaged,8,Room,15,31,73,16.52
Bakery,9,Fridge,6,31,33,20.16
Bakery,6,Fridge,13,30,81,10.89
Bakery,1,Fridge,8,36,76,13.03
Packaged,5,Room,14,31,44,24.99
Cooked,4,Freezer,20,12,90,12.17
Packaged,3,Fridge,19,39,31,53.25
Cooked,2,Fridge,22,26,88,5.12
Packaged,1,Room,16,18,53,43.08
Cooked,7,Freezer,22,19,48,16.31
Bakery,7,Fridge,6,40,76,12.02
Cooked,1,Room,16,11,62,5.07
Bakery,3,Room,9,24,31,18.15
Packaged,1,Room,8,12,82,30.75
Packaged,3,Fridge,23,22,85,29.12
Cooked,7,Freezer,0,5,77,15.57
Packaged,2,Room,23,30,42,28.84
Bakery,7,Fridge,16,6,49,29.35
Cooked,5,Room,20,35,54,3.34
Cooked,7,Room,17,22,60,3.68
Packaged,9,Freezer,7,29,31,102.53
Packaged,6,Fridge,17,11,58,52.37
Cooked,4,Fridge,14,28,60,7.05
Packaged,6,Fridge,4,10,36,72.36
Cooked,10,Fridge,7,10,39,9.88
Bakery,10,Freezer,7,8,79,36.25
Bakery,6,Fridge,4,7,50,35.96
Packaged,1,Fridge,8,18,78,52.25
Bakery,8,Freezer,10,20,50,34.25
Bakery,9,Freezer,23,10,88,21.11
Packaged,7,Room,4,5,40,45.67
Cooked,4,Room,14,12,32,9.78
Bakery,9,Room,15,13,77,16.71
Bakery,1,Fridge,9,12,57,37.32
Packaged,5,Freezer,16,25,69,70.56
Packaged,3,Freezer,4,23,63,67.69
Packaged,6,Freezer,16,21,60,59.17
Bakery,3,Freezer,5,38,75,24.28
Cooked,7,Fridge,5,14,60,5.27
Cooked,4,Fridge,6,11,64,7.57
Cooked,10,Room,14,15,34,6.34
Packaged,6,Room,20,5,89,26.26
Bakery,10,Fridge,23,24,53,24.22
Bakery,9,Fridge,17,17,34,33.56
Cooked,4,Freezer,8,16,46,14.87
Cooked,10,Freezer,20,29,51,11.79
Packaged,5,Freezer,23,35,43,46.33
Cooked,2,Room,19,14,39,6.24
Cooked,2,Fridge,1,13,62,9.68
Bakery,8,Freezer,10,24,62,31.1
Cooked,7,Freezer,12,29,75,9.29
Bakery,6,Freezer,16,10,86,28.2
Cooked,5,Room,22,14,83,3.98
Bakery,5,Fridge,21,12,65,27.06
Packaged,3,Fridge,0,28,84,34.44
Packaged,7,Fridge,6,40,86,27.47
Cooked,6,Fridge,5,5,42,10.63
Packaged,1,Room,18,24,51,30.94
Bakery,9,Fridge,0,22,32,29.86
Packaged,7,Fridge,1,21,47,52.87
Packaged,8,Room,19,34,61,16.07
Packaged,9,Freezer,3,7,53,78.18
Packaged,3,Room,4,10,56,46.69
Cooked,8,Room,20,8,50,5.22
Packaged,4,Fridge,20,6,51,81.01
Bakery,3,Freezer,18,28,63,23.72
Packaged,7,Fridge,21,8,34,71.54
Packaged,5,Room,2,16,58,32.62
Packaged,9,Room,13,16,70,32.79
Cooked,5,Fridge,17,27,37,8.93
Packaged,2,Freezer,18,34,35,56.9
Cooked,2,Room,5,25,67,5.05
Cooked,1,Room,6,28,59,4.26
Packaged,5,Room,21,17,77,35.18
Cooked,1,Fridge,12,23,41,7.56
Packaged,7,Fridge,7,17,47,66.78
Cooked,5,Fridge,22,33,46,4.24
Bakery,6,Freezer,11,38,58,28.92
Packaged,1,Room,18,29,39,45.0
Cooked,7,Freezer,11,23,43,10.57
Packaged,5,Freezer,2,37,79,37.79
Cooked,5,Fridge,1,12,63,8.47
Cooked,3,Fridge,14,25,53,8.96
Packaged,1,Freezer,10,11,70,70.54
Cooked,7,Room,15,26,51,5.9
Cooked,6,Room,9,15,59,6.47
Cooked,10,Fridge,14,32,76,4.0
Cooked,6,Fridge,19,26,60,7.33
Bakery,4,Room,16,11,56,18.82
Bakery,7,Freezer,18,6,40,48.11
Bakery,9,Freezer,6,13,38,50.7
Cooked,5,Room,4,27,59,5.17
Bakery,3,Room,6,16,49,18.08
Cooked,4,Room,13,10,76,4.31
Packaged,6,Freezer,0,35,40,49.29
Bakery,7,Freezer,22,18,88,26.17
Bakery,4,Fridge,3,29,38,28.0
Cooked,6,Fridge,9,32,68,4.26
Cooked,8,Fridge,21,6,44,13.44
Cooked,6,Room,11,26,62,5.31
Packaged,7,Freezer,2,19,38,101.89
Cooked,5,Room,13,10,51,5.89
Cooked,3,Fridge,9,24,54,9.6
Bakery,5,Room,13,16,40,18.28
Packaged,8,Room,2,27,73,28.86
Packaged,1,Fridge,5,25,38,68.47
Bakery,8,Freezer,0,36,71,23.5
Bakery,1,Fridge,9,32,46,20.62
Cooked,8,Freezer,16,28,79,9.13
Bakery,6,Freezer,3,16,57,42.03
Bakery,2,Freezer,4,5,51,62.19
Packaged,5,Freezer,6,37,82,36.31
Bakery,1,Fridge,14,23,32,26.55
Bakery,6,Fridge,1,28,46,23.76
Packaged,1,Fridge,17,22,41,50.82
Bakery,8,Room,10,24,70,10.06
Cooked,1,Fridge,17,30,45,4.86
Packaged,3,Room,23,14,70,32.86
Bakery,8,Fridge,22,20,88,17.68
Packaged,10,Freezer,14,7,34,105.72
Cooked,10,Room,23,11,54,5.91
Packaged,6,Room,20,24,57,32.77
Cooked,5,Freezer,23,10,83,11.64
Cooked,10,Room,8,24,69,4.12
Cooked,1,Freezer,11,35,43,10.68
Bakery,3,Fridge,8,37,72,11.52
Bakery,5,Room,8,5,56,19.55
Bakery,3,Freezer,8,22,59,39.48
Packaged,2,Fridge,7,19,31,81.59
Cooked,10,Room,9,34,67,2.71
Packaged,9,Fridge,12,35,89,22.65
Bakery,6,Fridge,11,33,39,20.29
Packaged,4,Fridge,17,15,73,46.51
Bakery,10,Room,2,36,65,10.41
Cooked,9,Room,11,24,48,6.06
Bakery,8,Freezer,0,14,69,33.27
Packaged,10,Fridge,13,31,78,21.67
Bakery,8,Freezer,7,29,88,23.03
Bakery,2,Freezer,3,30,43,23.44
Cooked,5,Freezer,5,15,79,13.31
Packaged,9,Fridge,13,27,78,34.53
Packaged,6,Fridge,11,11,72,54.34
Packaged,6,Freezer,16,39,64,40.23
Bakery,8,Fridge,9,33,40,19.77
Cooked,5,Fridge,0,39,83,3.37
Bakery,3,Freezer,21,11,54,45.04
Bakery,7,Fridge,6,6,69,22.9
Packaged,9,Freezer,2,31,90,26.27
Packaged,3,Room,18,35,73,16.77
Bakery,10,Room,20,29,65,12.3
Cooked,8,Room,11,20,41,5.18
Packaged,6,Room,4,23,34,47.41
Cooked,8,Freezer,14,20,73,9.93
Cooked,8,Room,16,12,81,4.22
Bakery,4,Room,14,9,30,30.44
Packaged,7,Freezer,16,35,85,32.05
Bakery,9,Fridge,3,39,75,10.31
Bakery,1,Freezer,9,30,83,20.29
Cooked,7,Fridge,22,37,70,4.96
Bakery,2,Room,4,21,78,15.99
Cooked,3,Freezer,11,31,72,6.31
Cooked,4,Fridge,8,11,51,10.65
Cooked,8,Fridge,7,21,51,6.84
Bakery,8,Fridge,22,21,66,17.11
Cooked,3,Room,16,23,31,5.6
Bakery,6,Freezer,22,23,49,43.16
Cooked,5,Freezer,15,33,73,5.9
Packaged,3,Freezer,4,23,84,48.84
Packaged,1,Room,6,24,39,45.82
Bakery,9,Fridge,23,38,55,16.18
Cooked,3,Fridge,18,37,50,6.11
Bakery,3,Fridge,16,35,41,17.92
Bakery,2,Room,10,19,49,17.46
Cooked,10,Fridge,23,12,71,5.62
Bakery,10,Fridge,20,5,83,22.34
Packaged,4,Room,11,7,55,49.99
Bakery,2,Freezer,8,40,64,24.82
Packaged,1,Room,14,38,45,23.22
Packaged,4,Room,7,34,41,20.14
Packaged,9,Fridge,8,10,77,39.21
Cooked,9,Room,9,8,43,5.73
Packaged,8,Freezer,14,11,64,76.99
Cooked,2,Fridge,6,35,37,7.05
Bakery,2,Room,17,18,68,15.97
Packaged,10,Room,13,12,76,33.86
Packaged,10,Room,20,34,30,24.12
Bakery,5,Freezer,15,16,51,42.26
Packaged,5,Fridge,8,39,45,34.11
Packaged,9,Freezer,9,33,37,71.39
Cooked,1,Fridge,10,37,60,4.95
Cooked,7,Room,21,24,36,8.27
Bakery,9,Fridge,5,17,79,17.75
Cooked,5,Room,16,24,50,6.54
Bakery,5,Room,19,18,66,16.49
Bakery,4,Room,12,15,84,10.72
Packaged,6,Room,16,35,71,19.84
Bakery,5,Freezer,7,21,60,34.96
Bakery,3,Fridge,9,26,76,19.29
Packaged,8,Fridge,9,32,66,26.54
Bakery,7,Room,1,31,52,12.01
Cooked,5,Fridge,0,17,43,10.61
Bakery,6,Fridge,0,25,57,27.75
Bakery,9,Freezer,23,17,81,22.36
Packaged,5,Fridge,3,9,45,60.7
Packaged,10,Fridge,15,7,79,54.93
Packaged,8,Freezer,7,22,68,60.08
Cooked,1,Room,20,26,47,6.06
Bakery,2,Fridge,15,13,86,21.75
Bakery,7,Freezer,4,14,67,29.69
Cooked,2,Freezer,14,20,50,13.42
Packaged,9,Fridge,16,23,74,31.48
Cooked,6,Freezer,11,33,77,8.45
Cooked,8,Fridge,7,34,53,4.93
Packaged,5,Freezer,8,6,38,104.8
Bakery,7,Fridge,15,8,83,21.47
Packaged,1,Fridge,18,32,32,55.1
Bakery,8,Freezer,9,26,70,22.51
Cooked,2,Freezer,17,12,64,9.1
Packaged,10,Room,14,17,78,24.32
Packaged,5,Fridge,14,33,86,27.28
Packaged,6,Room,2,16,71,32.34
Bakery,7,Freezer,0,30,66,18.03
Packaged,1,Fridge,0,19,50,61.86
Bakery,10,Room,21,25,64,12.01
Packaged,10,Room,11,14,42,40.66
Cooked,3,Fridge,3,6,64,9.91
Cooked,9,Room,11,9,50,8.74
Cooked,4,Freezer,6,24,40,11.78
Bakery,4,Room,11,6,38,32.01
Bakery,7,Room,0,33,85,8.12
Packaged,7,Room,1,33,58,22.55
Cooked,10,Fridge,3,10,41,8.84
Packaged,9,Freezer,3,15,78,58.03
Bakery,10,Freezer,11,25,56,29.04
Cooked,6,Freezer,15,21,62,7.12
Bakery,1,Room,12,31,55,14.96
Cooked,6,Fridge,9,9,57,14.34
Packaged,4,Fridge,22,10,71,51.44
Bakery,1,Fridge,8,25,32,26.82
Cooked,10,Room,0,13,63,3.62
Packaged,1,Fridge,1,18,85,45.39
Bakery,10,Fridge,13,15,56,22.55
Packaged,3,Room,11,12,80,23.15
Bakery,5,Room,12,28,88,12.46
Packaged,1,Fridge,0,26,31,76.83
Cooked,3,Freezer,13,7,64,12.5
Packaged,9,Freezer,5,15,36,79.37
Cooked,7,Room,2,12,60,4.82
Bakery,8,Freezer,4,5,49,46.55
Bakery,6,Room,21,39,53,13.79
Packaged,2,Freezer,15,36,77,50.75
Packaged,3,Room,7,37,38,33.76
Cooked,2,Room,23,11,75,5.01
Packaged,4,Room,7,21,41,38.49
Bakery,8,Fridge,21,38,63,13.76
Bakery,6,Room,13,28,72,11.04
Packaged,7,Room,20,8,80,25.89
Cooked,3,Room,20,7,83,6.02
Cooked,6,Fridge,0,35,60,5.68
Cooked,10,Freezer,12,33,43,7.61
Bakery,8,Freezer,3,22,71,31.21
Bakery,3,Fridge,8,26,81,19.53
Packaged,2,Fridge,21,26,78,43.98
Cooked,7,Fridge,20,6,64,6.53
Cooked,2,Fridge,3,40,75,4.22
Bakery,8,Fridge,13,40,90,8.81
Packaged,7,Room,16,17,39,52.62
Cooked,4,Room,23,27,63,4.82
Cooked,9,Freezer,16,8,81,10.24
Packaged,9,Room,5,28,40,27.25
Cooked,10,Freezer,7,14,64,13.37
Packaged,4,Fridge,8,8,90,44.56
Bakery,7,Freezer,15,34,50,20.8
Bakery,2,Room,8,40,72,8.96
Packaged,10,Freezer,2,8,78,73.02
Cooked,3,Fridge,7,30,80,3.02
Bakery,10,Fridge,6,20,83,13.93
Cooked,3,Fridge,12,12,76,9.17
Packaged,4,Room,14,14,73,29.52
Bakery,2,Room,16,24,63,11.5
Packaged,8,Freezer,7,33,49,57.37
Packaged,10,Freezer,14,14,34,111.49
Packaged,5,Fridge,1,29,83,39.11
Cooked,8,Freezer,13,15,86,9.9
Bakery,4,Fridge,16,11,35,42.77
Packaged,6,Freezer,7,36,83,36.91
Bakery,1,Fridge,20,11,85,22.26
Packaged,5,Freezer,8,37,51,51.7
Bakery,2,Fridge,0,11,75,27.37
Cooked,8,Freezer,7,32,72,5.49
Packaged,9,Fridge,19,29,68,39.22
Packaged,1,Fridge,19,11,67,57.87
Packaged,10,Room,3,12,78,26.26
Packaged,10,Freezer,13,30,75,43.11
Bakery,8,Freezer,14,38,32,35.0
Packaged,7,Freezer,21,6,43,102.35
Cooked,6,Freezer,3,23,88,7.35
Cooked,8,Freezer,8,27,82,8.47
Bakery,5,Room,14,8,50,22.06
Packaged,3,Fridge,6,40,79,34.46
Packaged,7,Fridge,11,16,84,37.63
Cooked,6,Fridge,19,39,77,5.52
Cooked,5,Fridge,3,10,70,7.18
Packaged,3,Fridge,12,17,46,70.57
Bakery,6,Fridge,14,28,78,16.68
Cooked,1,Fridge,3,17,67,7.13
Packaged,9,Freezer,9,40,64,34.81
Packaged,2,Freezer,6,10,35,119.78
Packaged,5,Fridge,4,26,64,39.19
Cooked,2,Fridge,23,23,69,7.31
Cooked,4,Fridge,14,7,45,11.79
Packaged,1,Fridge,15,19,83,44.65
Cooked,4,Room,14,18,39,5.25
Cooked,10,Room,15,33,56,3.7
Packaged,7,Room,5,38,67,18.04
Packaged,5,Fridge,22,28,81,37.9
Bakery,6,Fridge,7,25,64,18.41
Packaged,6,Room,22,20,80,22.52
Cooked,9,Room,22,35,64,2.55
Packaged,6,Room,22,40,82,18.54
Bakery,10,Fridge,1,34,69,12.5
Packaged,2,Fridge,5,6,65,57.71
Packaged,6,Room,15,14,34,50.52
Cooked,5,Freezer,18,21,90,10.03
Cooked,10,Freezer,15,32,75,7.39
Cooked,4,Fridge,21,33,49,6.07
Packaged,6,Fridge,7,37,90,22.43
Packaged,10,Freezer,10,5,69,62.19
Bakery,2,Freezer,2,9,63,39.89
Cooked,4,Freezer,7,16,83,7.3
Packaged,2,Fridge,10,10,36,88.73
Packaged,7,Freezer,13,29,74,58.47
Bakery,2,Room,9,27,41,19.07
Bakery,2,Fridge,5,21,55,22.71
Bakery,2,Freezer,10,33,78,17.63
Bakery,10,Room,1,40,33,13.9
Cooked,1,Room,16,5,30,8.47
Bakery,10,Room,18,28,84,8.04
Cooked,10,Room,15,16,64,3.81
Bakery,3,Room,19,28,66,11.78
Bakery,3,Freezer,16,14,82,32.28
Cooked,1,Freezer,17,12,81,12.53
Bakery,6,Room,21,16,67,15.19
Cooked,4,Fridge,19,14,69,9.96
Bakery,9,Freezer,12,33,90,12.93
Packaged,6,Room,7,28,39,36.68
Bakery,7,Room,1,27,33,22.91
Bakery,10,Freezer,3,38,35,30.33
Bakery,10,Freezer,18,39,63,17.96
Packaged,4,Freezer,9,25,38,91.12
Cooked,7,Fridge,12,32,54,4.07
Cooked,2,Fridge,10,40,60,5.25
Bakery,5,Fridge,21,8,63,30.94
Cooked,5,Room,18,39,41,4.25
Packaged,9,Room,0,8,49,41.77
Bakery,1,Freezer,21,32,77,21.92
Cooked,6,Freezer,21,7,88,8.53
Bakery,4,Room,22,25,34,22.24
Bakery,10,Room,20,5,32,29.44
Cooked,2,Freezer,9,5,87,9.29
Bakery,7,Room,7,28,88,12.04
Cooked,3,Room,19,20,69,5.1
Bakery,10,Freezer,22,24,43,40.25
Packaged,5,Freezer,13,5,56,116.36
Bakery,4,Fridge,15,21,68,15.89
Packaged,1,Fridge,22,33,38,49.58
Cooked,2,Room,3,15,87,5.19
Cooked,9,Room,10,15,90,4.5
Packaged,7,Freezer,9,39,48,47.24
Packaged,2,Fridge,3,30,82,28.66
Cooked,9,Room,15,17,38,7.25
Cooked,8,Fridge,3,12,44,6.3
Bakery,2,Room,22,9,45,22.9
Bakery,3,Fridge,14,7,72,33.21
Cooked,6,Room,1,5,90,3.68
Bakery,6,Room,14,17,87,13.03
Bakery,3,Fridge,9,37,34,19.01
Packaged,6,Room,21,33,31,32.92
Cooked,10,Room,16,23,65,3.16
Packaged,1,Fridge,3,9,56,75.34
Cooked,3,Freezer,23,25,53,8.73
Cooked,4,Freezer,0,29,30,15.51
Bakery,2,Freezer,7,7,66,42.33
Cooked,8,Freezer,18,29,48,13.05
Bakery,4,Fridge,21,36,69,12.63
Packaged,8,Fridge,4,34,64,31.93
Cooked,5,Room,20,16,54,8.51
Cooked,1,Fridge,13,24,39,7.39
Bakery,9,Freezer,7,30,38,33.12
Bakery,7,Room,13,31,59,12.45
Bakery,8,Fridge,11,26,50,25.51
Cooked,9,Freezer,6,20,43,13.04
Packaged,10,Room,11,34,65,20.44
Bakery,5,Fridge,6,30,39,20.7
Packaged,8,Freezer,9,31,33,53.65
Bakery,3,Freezer,21,29,89,24.77
Cooked,1,Fridge,22,18,54,10.65
Cooked,10,Fridge,4,30,66,5.09
Cooked,7,Room,10,34,45,4.68
Cooked,6,Fridge,19,38,77,4.98
Cooked,2,Freezer,2,10,31,11.88
Cooked,2,Fridge,10,27,42,10.15
Cooked,2,Fridge,11,25,67,8.87
Bakery,6,Fridge,22,16,48,25.78
Packaged,3,Room,5,31,37,30.47
Packaged,3,Fridge,17,40,70,29.72
Bakery,4,Freezer,3,14,88,27.14
Cooked,7,Room,15,29,60,3.35
Cooked,6,Freezer,14,16,58,17.44
Bakery,10,Freezer,11,26,35,47.33
Cooked,3,Room,19,24,73,4.26
Cooked,4,Room,20,25,48,6.43
Cooked,10,Fridge,15,6,69,10.42
Bakery,6,Room,8,17,62,13.6
Packaged,8,Room,10,15,33,48.26
Packaged,5,Fridge,14,32,51,29.73
Packaged,8,Freezer,21,10,51,85.2
Cooked,1,Freezer,23,6,49,16.16
Bakery,7,Fridge,1,22,74,18.26
Bakery,7,Freezer,13,26,38,50.9
Packaged,9,Fridge,6,36,48,30.88
Bakery,2,Freezer,21,25,85,25.07
Cooked,3,Room,3,20,34,5.4
Cooked,10,Room,7,10,85,2.73
Packaged,6,Room,19,9,39,57.11
Bakery,6,Freezer,21,11,69,27.58
Packaged,4,Room,23,10,41,33.92
Cooked,7,Room,21,19,43,4.32
Cooked,6,Fridge,20,38,42,5.64
Cooked,8,Freezer,19,16,60,9.18
Packaged,1,Freezer,14,16,62,60.0
Cooked,5,Room,4,39,66,4.09
Packaged,2,Room,6,16,84,25.25
Cooked,7,Room,20,23,68,4.04
Packaged,4,Fridge,13,21,82,32.23
Cooked,1,Freezer,20,21,48,15.21
Cooked,2,Room,15,27,87,4.37
Packaged,2,Fridge,21,33,30,54.58
Packaged,6,Room,18,28,74,29.28
Packaged,10,Room,8,25,58,30.07
Bakery,8,Fridge,9,36,50,16.97
Packaged,4,Room,18,15,32,52.36
Bakery,8,Fridge,10,30,59,19.36
Bakery,3,Fridge,4,29,56,30.94
Cooked,7,Fridge,20,14,55,8.43
Bakery,3,Freezer,4,16,43,35.66
Bakery,3,Fridge,8,26,42,20.3
Bakery,5,Room,17,22,44,14.36
Packaged,8,Freezer,13,32,90,37.68
Bakery,1,Freezer,11,11,34,64.66
Packaged,10,Fridge,9,14,45,55.4
Bakery,7,Room,15,5,49,23.02
Bakery,5,Freezer,21,32,69,17.07
Cooked,5,Freezer,10,28,81,8.93
Cooked,10,Fridge,15,9,31,11.96
Bakery,4,Room,10,19,88,14.74
Bakery,8,Freezer,8,40,51,25.23
Bakery,4,Freezer,4,25,80,25.62
Cooked,10,Freezer,19,20,82,8.85
Bakery,8,Freezer,0,25,62,32.6
Bakery,10,Room,10,10,63,14.02
Packaged,5,Freezer,2,33,54,59.35
Bakery,3,Freezer,11,8,60,36.24
Packaged,6,Room,11,35,65,16.4
Bakery,8,Fridge,10,39,42,19.03
Packaged,10,Room,19,12,48,40.08
Packaged,9,Room,16,23,45,36.21
Bakery,1,Freezer,9,21,43,32.84
Cooked,7,Room,2,28,59,6.36
Cooked,7,Fridge,17,15,68,7.13
Bakery,5,Room,14,22,42,18.18
Bakery,3,Fridge,18,13,50,35.66
Cooked,6,Room,17,35,53,2.91
Packaged,9,Fridge,0,32,71,25.33
Cooked,10,Fridge,1,23,50,7.98
Packaged,9,Room,1,13,61,24.64
Cooked,3,Room,3,38,40,5.19
Cooked,6,Room,11,26,35,6.17
Cooked,7,Fridge,17,8,63,8.21
Bakery,3,Freezer,17,10,82,24.59
Cooked,5,Room,7,20,33,7.3
Packaged,1,Room,20,19,60,27.76
Cooked,3,Room,4,37,50,3.54
Packaged,7,Freezer,0,37,78,37.87
Cooked,7,Freezer,17,9,32,15.31
Cooked,4,Room,18,36,30,4.26
Cooked,6,Freezer,16,15,55,11.17
Packaged,10,Room,9,22,65,24.22
Bakery,4,Room,19,21,51,14.63
Bakery,2,Fridge,20,23,58,20.71
Packaged,9,Freezer,12,18,41,69.35
Bakery,4,Room,6,24,83,11.93
Cooked,5,Freezer,11,34,33,11.27
Cooked,5,Freezer,6,37,31,8.96
Cooked,6,Room,6,36,90,2.85
Packaged,8,Fridge,12,15,88,36.88
Packaged,5,Freezer,21,20,34,95.84
Cooked,10,Room,1,5,90,3.8
Cooked,8,Fridge,12,15,36,7.68
Cooked,4,Freezer,13,28,34,12.71
Packaged,5,Room,1,12,49,34.18
Bakery,2,Room,20,6,86,18.26
Bakery,1,Room,3,10,76,14.39
Packaged,9,Freezer,8,22,31,92.58
Bakery,3,Room,6,9,55,25.04
Cooked,8,Room,13,34,56,2.9
Cooked,1,Freezer,21,9,79,17.57
Packaged,8,Fridge,6,22,31,63.47
Cooked,8,Room,0,7,85,4.83
Bakery,8,Freezer,7,8,48,44.2
Packaged,8,Fridge,15,39,40,32.89
Bakery,9,Freezer,17,14,50,43.51
Bakery,3,Fridge,18,30,53,17.79
Bakery,3,Fridge,21,36,73,14.71
Bakery,2,Fridge,19,21,86,14.28
Bakery,8,Freezer,14,39,85,17.13
Cooked,9,Fridge,20,14,68,6.41
Packaged,3,Freezer,18,13,82,65.78
Packaged,2,Fridge,13,12,62,51.08
Packaged,10,Room,0,21,89,21.14
Cooked,4,Freezer,21,26,61,7.39
Packaged,9,Fridge,12,38,72,30.73
Cooked,6,Freezer,23,31,74,7.85
Cooked,8,Room,4,17,75,3.24
Packaged,8,Room,4,9,74,42.06
Cooked,5,Fridge,6,39,70,3.41
Cooked,1,Room,0,23,37,5.71
Packaged,2,Room,8,33,90,14.03
Bakery,7,Freezer,0,24,51,33.67
Cooked,7,Fridge,19,35,70,4.86
Cooked,8,Freezer,1,36,50,7.33
Bakery,8,Freezer,12,39,79,16.03
Packaged,10,Freezer,11,36,31,56.08
Bakery,8,Room,8,39,35,10.84
Packaged,2,Freezer,14,29,77,59.86
Packaged,1,Fridge,10,24,65,49.24
Bakery,10,Room,13,11,30,22.84
Packaged,1,Freezer,16,33,34,68.32
Bakery,10,Fridge,12,39,71,14.13
Bakery,2,Freezer,22,38,61,18.39
Bakery,3,Fridge,1,23,68,19.08
Cooked,3,Freezer,2,17,60,11.49
Cooked,3,Fridge,12,7,49,9.15
Bakery,10,Freezer,15,19,75,30.21
Packaged,2,Room,5,13,38,55.02
Packaged,1,Freezer,14,36,53,63.58
Bakery,9,Room,22,28,70,12.7
Bakery,1,Fridge,8,32,65,16.23
Cooked,2,Room,8,27,60,4.35
Cooked,2,Room,0,15,35,8.41
Packaged,8,Room,21,39,53,23.63
Bakery,3,Room,18,31,37,14.82
Cooked,3,Room,9,13,77,5.98
Cooked,1,Fridge,16,5,37,14.6
Bakery,9,Freezer,0,24,86,25.35
Bakery,8,Room,6,17,72,14.41
Bakery,2,Room,5,29,65,14.8
Packaged,3,Room,21,13,84,26.88
Cooked,9,Fridge,2,15,45,9.71
Bakery,6,Freezer,7,21,56,28.98
Bakery,6,Room,12,6,42,23.8
Bakery,8,Fridge,19,19,77,25.82
Bakery,9,Freezer,13,15,45,41.12
Bakery,2,Fridge,13,6,56,28.54
Cooked,3,Freezer,20,7,53,14.49
Bakery,6,Fridge,9,39,68,12.7
Bakery,9,Fridge,15,29,78,21.77
Packaged,9,Freezer,21,13,60,61.37
Packaged,6,Fridge,17,38,69,30.17
Bakery,5,Freezer,8,23,68,29.48
Bakery,4,Fridge,18,17,52,35.31
Cooked,9,Fridge,21,31,47,4.59
Bakery,4,Freezer,19,13,81,31.16
Bakery,6,Room,22,39,65,8.44
Bakery,9,Freezer,5,12,76,34.63
Bakery,4,Freezer,6,26,41,43.63
Bakery,4,Fridge,12,35,75,12.76
Packaged,9,Fridge,10,14,46,58.33
Bakery,7,Room,17,30,30,10.93
Bakery,8,Fridge,17,22,62,19.58
Cooked,1,Fridge,13,36,68,3.67
Bakery,6,Fridge,3,13,41,23.52
Cooked,2,Room,8,11,65,5.48
Cooked,7,Room,6,7,87,5.22
Cooked,2,Room,10,22,48,5.55
Cooked,10,Room,19,22,89,3.43
Cooked,1,Room,17,25,78,3.85
Bakery,9,Room,19,6,40,17.2
Packaged,5,Freezer,15,12,36,94.62
Bakery,4,Room,14,15,87,10.81
Cooked,2,Fridge,0,20,72,6.09
Packaged,7,Freezer,14,18,44,71.34
Cooked,8,Fridge,14,14,77,9.17
Packaged,1,Fridge,17,22,43,63.87
Bakery,9,Fridge,10,25,31,28.01
Packaged,8,Fridge,19,18,53,48.83
Cooked,7,Freezer,5,30,43,6.71
Bakery,5,Fridge,7,23,87,14.29
Packaged,1,Fridge,21,20,71,47.83
Bakery,1,Freezer,12,27,53,36.94
Bakery,8,Fridge,13,10,57,24.35
Cooked,6,Fridge,8,35,40,4.47
Packaged,9,Freezer,19,38,81,28.52
Cooked,6,Fridge,1,19,35,12.86
Cooked,10,Room,22,40,33,3.57
Packaged,8,Fridge,4,23,39,67.92
Bakery,4,Room,13,24,40,17.07
Cooked,10,Room,1,16,48,6.05
Bakery,4,Room,0,17,68,17.04
Cooked,5,Room,5,39,37,5.53
Packaged,3,Fridge,4,39,89,21.38
Cooked,3,Fridge,8,37,82,2.66
